"Emissiebronnen";"Emissies naar lucht";"Perioden";"Emissies naar lucht (mln kg)"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2004";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2005";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2006";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2007";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2008";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2009";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2010";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2011";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2012";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2013";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2014";"     0.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2015";"     0.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2016";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2017";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2018";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2019";"     0.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2020";"     0.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2021";"     0.6"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2022";"     0.6"
"Wegverkeer; zware bedrijfsvoertuigen";"Ammoniak (NH3)";"2023*";"     0.6"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"1990";"    84.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"1995";"    76.8"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2000";"    67.8"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2001";"    66.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2002";"    64.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2003";"    63.9"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2004";"    64.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2005";"    60.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2006";"    58.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2007";"    56.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2008";"    54.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2009";"    49.7"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2010";"    46.6"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2011";"    43.7"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2012";"    41.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2013";"    36.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2014";"    33.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2015";"    32.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2016";"    31.8"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2017";"    30.9"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2018";"    30.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2019";"    28.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2020";"    25.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2021";"    24.8"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2022";"    24.9"
"Wegverkeer; zware bedrijfsvoertuigen";"Stikstofoxiden (NOx)";"2023*";"    23.8"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"1990";"     5.7"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"1995";"     5.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2000";"     1.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2001";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2002";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2003";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2004";"     0.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2005";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2006";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2007";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2008";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2009";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2010";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2011";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2012";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2013";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2014";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2015";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2016";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2017";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2018";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2019";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2020";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2021";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2022";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"Zwaveldioxide (SO2)";"2023*";"     0.0"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"1990";"     9.4"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"1995";"     8.1"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2000";"     5.6"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2001";"     5.4"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2002";"     5.0"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2003";"     4.8"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2004";"     4.7"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2005";"     4.3"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2006";"     4.1"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2007";"     3.9"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2008";"     3.6"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2009";"     3.2"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2010";"     3.4"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2011";"     3.7"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2012";"     3.9"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2013";"     4.1"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2014";"     4.3"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2015";"     4.5"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2016";"     4.8"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2017";"     5.0"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2018";"     5.1"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2019";"     5.3"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2020";"     5.3"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2021";"     5.5"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2022";"     5.7"
"Wegverkeer; zware bedrijfsvoertuigen";"NMVOS";"2023*";"     5.7"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"1990";"     4.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"1995";"     4.3"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2000";"     2.7"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2001";"     2.5"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2002";"     2.3"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2003";"     2.1"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2004";"     2.0"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2005";"     1.8"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2006";"     1.7"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2007";"     1.5"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2008";"     1.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2009";"     1.1"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2010";"     1.1"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2011";"     1.0"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2012";"     1.0"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2013";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2014";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2015";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2016";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2017";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2018";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2019";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2020";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2021";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2022";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM10 (fijn stof)";"2023*";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"1990";"     4.5"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"1995";"     3.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2000";"     2.3"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2001";"     2.1"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2002";"     1.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2003";"     1.7"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2004";"     1.6"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2005";"     1.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2006";"     1.2"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2007";"     1.1"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2008";"     0.9"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2009";"     0.7"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2010";"     0.6"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2011";"     0.5"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2012";"     0.5"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2013";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2014";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2015";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2016";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2017";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2018";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2019";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2020";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2021";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2022";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"PM2.5 (fijn stof)";"2023*";"     0.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"1990";"    21.7"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"1995";"    19.6"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2000";"    13.7"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2001";"    13.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2002";"    12.6"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2003";"    12.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2004";"    12.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2005";"    12.7"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2006";"    13.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2007";"    14.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2008";"    15.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2009";"    15.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2010";"    14.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2011";"    13.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2012";"    12.6"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2013";"    11.2"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2014";"    10.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2015";"     9.3"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2016";"     8.9"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2017";"     8.4"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2018";"     8.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2019";"     7.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2020";"     6.1"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2021";"     5.8"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2022";"     5.5"
"Wegverkeer; zware bedrijfsvoertuigen";"Koolmonoxide (CO)";"2023*";"     5.1"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"1990";"   600.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"1995";"   600.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2000";"   600.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2001";"   600.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2002";"   600.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2003";"   600.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2004";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2005";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2006";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2007";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2008";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2009";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2010";"   600.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2011";"   600.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2012";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2013";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2014";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2015";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2016";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2017";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2018";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2019";"   500.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2020";"   400.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2021";"   300.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2022";"   300.0"
"Wegverkeer; bussen";"Kooldioxide (CO2)";"2023*";"   300.0"
"Wegverkeer; bussen";"Methaan (CH4)";"1990";"     0.2"
"Wegverkeer; bussen";"Methaan (CH4)";"1995";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2000";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2001";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2002";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2003";"     0.0"
"Wegverkeer; bussen";"Methaan (CH4)";"2004";"     0.0"
"Wegverkeer; bussen";"Methaan (CH4)";"2005";"     0.0"
"Wegverkeer; bussen";"Methaan (CH4)";"2006";"     0.0"
"Wegverkeer; bussen";"Methaan (CH4)";"2007";"     0.0"
"Wegverkeer; bussen";"Methaan (CH4)";"2008";"     0.0"
"Wegverkeer; bussen";"Methaan (CH4)";"2009";"     0.0"
"Wegverkeer; bussen";"Methaan (CH4)";"2010";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2011";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2012";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2013";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2014";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2015";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2016";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2017";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2018";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2019";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2020";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2021";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2022";"     0.1"
"Wegverkeer; bussen";"Methaan (CH4)";"2023*";"     0.1"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"1990";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"1995";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2000";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2001";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2002";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2003";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2004";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2005";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2006";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2007";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2008";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2009";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2010";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2011";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2012";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2013";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2014";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2015";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2016";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2017";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2018";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2019";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2020";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2021";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2022";"     0.0"
"Wegverkeer; bussen";"Distikstofoxide (N20)";"2023*";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"1990";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"1995";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2000";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2001";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2002";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2003";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2004";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2005";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2006";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2007";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2008";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2009";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2010";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2011";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2012";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2013";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2014";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2015";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2016";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2017";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2018";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2019";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2020";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2021";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2022";"     0.0"
"Wegverkeer; bussen";"Ammoniak (NH3)";"2023*";"     0.0"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"1990";"    10.1"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"1995";"     9.6"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2000";"     8.3"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2001";"     7.8"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2002";"     7.7"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2003";"     7.1"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2004";"     6.5"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2005";"     5.4"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2006";"     4.7"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2007";"     4.1"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2008";"     3.4"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2009";"     2.8"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2010";"     2.7"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2011";"     2.6"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2012";"     2.5"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2013";"     2.4"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2014";"     2.0"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2015";"     1.9"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2016";"     1.7"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2017";"     1.7"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2018";"     1.6"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2019";"     1.4"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2020";"     1.0"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2021";"     0.8"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2022";"     0.8"
"Wegverkeer; bussen";"Stikstofoxiden (NOx)";"2023*";"     0.7"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"1990";"     0.6"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"1995";"     0.6"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2000";"     0.1"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2001";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2002";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2003";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2004";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2005";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2006";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2007";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2008";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2009";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2010";"     0.0"
